,nSessions,nTrials,pC,p1Min,p1Max,minOddChange,minRunLength,maxRunLength,applyMinForLastRunLength,sessionIndex,trialIndex,p1,didP1Change,outcome
40154,150,1000,0.005,0,1,4,6,250,False,40,154,0.795863585813615,False,0
40155,150,1000,0.005,0,1,4,6,250,False,40,155,0.795863585813615,False,1
40156,150,1000,0.005,0,1,4,6,250,False,40,156,0.795863585813615,False,1
40157,150,1000,0.005,0,1,4,6,250,False,40,157,0.795863585813615,False,1
40158,150,1000,0.005,0,1,4,6,250,False,40,158,0.795863585813615,False,1
40159,150,1000,0.005,0,1,4,6,250,False,40,159,0.795863585813615,False,1
40160,150,1000,0.005,0,1,4,6,250,False,40,160,0.795863585813615,False,1
40161,150,1000,0.005,0,1,4,6,250,False,40,161,0.795863585813615,False,1
40162,150,1000,0.005,0,1,4,6,250,False,40,162,0.795863585813615,False,1
40163,150,1000,0.005,0,1,4,6,250,False,40,163,0.795863585813615,False,1
40164,150,1000,0.005,0,1,4,6,250,False,40,164,0.795863585813615,False,1
40165,150,1000,0.005,0,1,4,6,250,False,40,165,0.795863585813615,False,1
40166,150,1000,0.005,0,1,4,6,250,False,40,166,0.795863585813615,False,0
40167,150,1000,0.005,0,1,4,6,250,False,40,167,0.795863585813615,False,1
40168,150,1000,0.005,0,1,4,6,250,False,40,168,0.795863585813615,False,1
40169,150,1000,0.005,0,1,4,6,250,False,40,169,0.795863585813615,False,0
40170,150,1000,0.005,0,1,4,6,250,False,40,170,0.795863585813615,False,1
40171,150,1000,0.005,0,1,4,6,250,False,40,171,0.795863585813615,False,1
40172,150,1000,0.005,0,1,4,6,250,False,40,172,0.795863585813615,False,1
40173,150,1000,0.005,0,1,4,6,250,False,40,173,0.795863585813615,False,1
40174,150,1000,0.005,0,1,4,6,250,False,40,174,0.795863585813615,False,1
40175,150,1000,0.005,0,1,4,6,250,False,40,175,0.795863585813615,False,0
40176,150,1000,0.005,0,1,4,6,250,False,40,176,0.795863585813615,False,1
40177,150,1000,0.005,0,1,4,6,250,False,40,177,0.795863585813615,False,1
40178,150,1000,0.005,0,1,4,6,250,False,40,178,0.795863585813615,False,1
40179,150,1000,0.005,0,1,4,6,250,False,40,179,0.795863585813615,False,1
40180,150,1000,0.005,0,1,4,6,250,False,40,180,0.795863585813615,False,1
40181,150,1000,0.005,0,1,4,6,250,False,40,181,0.795863585813615,False,1
40182,150,1000,0.005,0,1,4,6,250,False,40,182,0.795863585813615,False,1
40183,150,1000,0.005,0,1,4,6,250,False,40,183,0.795863585813615,False,1
40184,150,1000,0.005,0,1,4,6,250,False,40,184,0.795863585813615,False,1
40185,150,1000,0.005,0,1,4,6,250,False,40,185,0.795863585813615,False,0
40186,150,1000,0.005,0,1,4,6,250,False,40,186,0.795863585813615,False,1
40187,150,1000,0.005,0,1,4,6,250,False,40,187,0.795863585813615,False,1
40188,150,1000,0.005,0,1,4,6,250,False,40,188,0.795863585813615,False,0
40189,150,1000,0.005,0,1,4,6,250,False,40,189,0.795863585813615,False,1
40190,150,1000,0.005,0,1,4,6,250,False,40,190,0.795863585813615,False,1
40191,150,1000,0.005,0,1,4,6,250,False,40,191,0.795863585813615,False,0
40192,150,1000,0.005,0,1,4,6,250,False,40,192,0.795863585813615,False,1
40193,150,1000,0.005,0,1,4,6,250,False,40,193,0.795863585813615,False,0
40194,150,1000,0.005,0,1,4,6,250,False,40,194,0.795863585813615,False,0
40195,150,1000,0.005,0,1,4,6,250,False,40,195,0.795863585813615,False,1
40196,150,1000,0.005,0,1,4,6,250,False,40,196,0.795863585813615,False,0
40197,150,1000,0.005,0,1,4,6,250,False,40,197,0.795863585813615,False,0
40198,150,1000,0.005,0,1,4,6,250,False,40,198,0.795863585813615,False,1
40199,150,1000,0.005,0,1,4,6,250,False,40,199,0.795863585813615,False,1
40200,150,1000,0.005,0,1,4,6,250,False,40,200,0.795863585813615,False,1
40201,150,1000,0.005,0,1,4,6,250,False,40,201,0.795863585813615,False,1
40202,150,1000,0.005,0,1,4,6,250,False,40,202,0.795863585813615,False,1
40203,150,1000,0.005,0,1,4,6,250,False,40,203,0.795863585813615,False,1
40204,150,1000,0.005,0,1,4,6,250,False,40,204,0.795863585813615,False,1
40205,150,1000,0.005,0,1,4,6,250,False,40,205,0.795863585813615,False,1
40206,150,1000,0.005,0,1,4,6,250,False,40,206,0.795863585813615,False,0
40207,150,1000,0.005,0,1,4,6,250,False,40,207,0.795863585813615,False,0
40208,150,1000,0.005,0,1,4,6,250,False,40,208,0.795863585813615,False,0
40209,150,1000,0.005,0,1,4,6,250,False,40,209,0.795863585813615,False,0
40210,150,1000,0.005,0,1,4,6,250,False,40,210,0.47000328712240713,True,1
40211,150,1000,0.005,0,1,4,6,250,False,40,211,0.47000328712240713,False,1
40212,150,1000,0.005,0,1,4,6,250,False,40,212,0.47000328712240713,False,0
40213,150,1000,0.005,0,1,4,6,250,False,40,213,0.47000328712240713,False,0
40214,150,1000,0.005,0,1,4,6,250,False,40,214,0.47000328712240713,False,1
40215,150,1000,0.005,0,1,4,6,250,False,40,215,0.47000328712240713,False,1
40216,150,1000,0.005,0,1,4,6,250,False,40,216,0.47000328712240713,False,1
40217,150,1000,0.005,0,1,4,6,250,False,40,217,0.47000328712240713,False,1
40218,150,1000,0.005,0,1,4,6,250,False,40,218,0.47000328712240713,False,0
40219,150,1000,0.005,0,1,4,6,250,False,40,219,0.47000328712240713,False,0
40220,150,1000,0.005,0,1,4,6,250,False,40,220,0.47000328712240713,False,1
40221,150,1000,0.005,0,1,4,6,250,False,40,221,0.47000328712240713,False,0
40222,150,1000,0.005,0,1,4,6,250,False,40,222,0.47000328712240713,False,1
40223,150,1000,0.005,0,1,4,6,250,False,40,223,0.47000328712240713,False,0
40224,150,1000,0.005,0,1,4,6,250,False,40,224,0.47000328712240713,False,0
40225,150,1000,0.005,0,1,4,6,250,False,40,225,0.47000328712240713,False,1
40226,150,1000,0.005,0,1,4,6,250,False,40,226,0.47000328712240713,False,0
40227,150,1000,0.005,0,1,4,6,250,False,40,227,0.47000328712240713,False,0
40228,150,1000,0.005,0,1,4,6,250,False,40,228,0.47000328712240713,False,1
40229,150,1000,0.005,0,1,4,6,250,False,40,229,0.47000328712240713,False,0
40230,150,1000,0.005,0,1,4,6,250,False,40,230,0.47000328712240713,False,0
40231,150,1000,0.005,0,1,4,6,250,False,40,231,0.47000328712240713,False,1
40232,150,1000,0.005,0,1,4,6,250,False,40,232,0.47000328712240713,False,0
40233,150,1000,0.005,0,1,4,6,250,False,40,233,0.47000328712240713,False,0
40234,150,1000,0.005,0,1,4,6,250,False,40,234,0.47000328712240713,False,1
40235,150,1000,0.005,0,1,4,6,250,False,40,235,0.47000328712240713,False,0
40236,150,1000,0.005,0,1,4,6,250,False,40,236,0.47000328712240713,False,0
40237,150,1000,0.005,0,1,4,6,250,False,40,237,0.47000328712240713,False,1
40238,150,1000,0.005,0,1,4,6,250,False,40,238,0.47000328712240713,False,0
40239,150,1000,0.005,0,1,4,6,250,False,40,239,0.47000328712240713,False,0
40240,150,1000,0.005,0,1,4,6,250,False,40,240,0.47000328712240713,False,1
40241,150,1000,0.005,0,1,4,6,250,False,40,241,0.47000328712240713,False,1
40242,150,1000,0.005,0,1,4,6,250,False,40,242,0.47000328712240713,False,0
40243,150,1000,0.005,0,1,4,6,250,False,40,243,0.47000328712240713,False,1
40244,150,1000,0.005,0,1,4,6,250,False,40,244,0.47000328712240713,False,0
40245,150,1000,0.005,0,1,4,6,250,False,40,245,0.47000328712240713,False,1
40246,150,1000,0.005,0,1,4,6,250,False,40,246,0.47000328712240713,False,1
40247,150,1000,0.005,0,1,4,6,250,False,40,247,0.47000328712240713,False,0
40248,150,1000,0.005,0,1,4,6,250,False,40,248,0.47000328712240713,False,0
40249,150,1000,0.005,0,1,4,6,250,False,40,249,0.47000328712240713,False,0
40250,150,1000,0.005,0,1,4,6,250,False,40,250,0.47000328712240713,False,1
40251,150,1000,0.005,0,1,4,6,250,False,40,251,0.47000328712240713,False,1
40252,150,1000,0.005,0,1,4,6,250,False,40,252,0.47000328712240713,False,1
40253,150,1000,0.005,0,1,4,6,250,False,40,253,0.47000328712240713,False,1
40254,150,1000,0.005,0,1,4,6,250,False,40,254,0.47000328712240713,False,0
40255,150,1000,0.005,0,1,4,6,250,False,40,255,0.47000328712240713,False,0
40256,150,1000,0.005,0,1,4,6,250,False,40,256,0.47000328712240713,False,0
40257,150,1000,0.005,0,1,4,6,250,False,40,257,0.47000328712240713,False,1
40258,150,1000,0.005,0,1,4,6,250,False,40,258,0.47000328712240713,False,0
40259,150,1000,0.005,0,1,4,6,250,False,40,259,0.47000328712240713,False,0
40260,150,1000,0.005,0,1,4,6,250,False,40,260,0.47000328712240713,False,1
40261,150,1000,0.005,0,1,4,6,250,False,40,261,0.47000328712240713,False,1
40262,150,1000,0.005,0,1,4,6,250,False,40,262,0.47000328712240713,False,1
40263,150,1000,0.005,0,1,4,6,250,False,40,263,0.47000328712240713,False,1
40264,150,1000,0.005,0,1,4,6,250,False,40,264,0.47000328712240713,False,0
40265,150,1000,0.005,0,1,4,6,250,False,40,265,0.47000328712240713,False,0
40266,150,1000,0.005,0,1,4,6,250,False,40,266,0.47000328712240713,False,1
40267,150,1000,0.005,0,1,4,6,250,False,40,267,0.47000328712240713,False,0
40268,150,1000,0.005,0,1,4,6,250,False,40,268,0.47000328712240713,False,1
40269,150,1000,0.005,0,1,4,6,250,False,40,269,0.47000328712240713,False,1
40270,150,1000,0.005,0,1,4,6,250,False,40,270,0.47000328712240713,False,1
40271,150,1000,0.005,0,1,4,6,250,False,40,271,0.47000328712240713,False,1
40272,150,1000,0.005,0,1,4,6,250,False,40,272,0.47000328712240713,False,0
40273,150,1000,0.005,0,1,4,6,250,False,40,273,0.47000328712240713,False,0
40274,150,1000,0.005,0,1,4,6,250,False,40,274,0.47000328712240713,False,1
40275,150,1000,0.005,0,1,4,6,250,False,40,275,0.47000328712240713,False,1
40276,150,1000,0.005,0,1,4,6,250,False,40,276,0.47000328712240713,False,0
40277,150,1000,0.005,0,1,4,6,250,False,40,277,0.47000328712240713,False,1
40278,150,1000,0.005,0,1,4,6,250,False,40,278,0.47000328712240713,False,1
40279,150,1000,0.005,0,1,4,6,250,False,40,279,0.47000328712240713,False,0
40280,150,1000,0.005,0,1,4,6,250,False,40,280,0.47000328712240713,False,1
40281,150,1000,0.005,0,1,4,6,250,False,40,281,0.47000328712240713,False,0
40282,150,1000,0.005,0,1,4,6,250,False,40,282,0.47000328712240713,False,1
40283,150,1000,0.005,0,1,4,6,250,False,40,283,0.47000328712240713,False,0
40284,150,1000,0.005,0,1,4,6,250,False,40,284,0.47000328712240713,False,1
40285,150,1000,0.005,0,1,4,6,250,False,40,285,0.47000328712240713,False,1
40286,150,1000,0.005,0,1,4,6,250,False,40,286,0.47000328712240713,False,0
40287,150,1000,0.005,0,1,4,6,250,False,40,287,0.47000328712240713,False,1
40288,150,1000,0.005,0,1,4,6,250,False,40,288,0.47000328712240713,False,1
40289,150,1000,0.005,0,1,4,6,250,False,40,289,0.47000328712240713,False,0
40290,150,1000,0.005,0,1,4,6,250,False,40,290,0.47000328712240713,False,1
40291,150,1000,0.005,0,1,4,6,250,False,40,291,0.47000328712240713,False,1
40292,150,1000,0.005,0,1,4,6,250,False,40,292,0.47000328712240713,False,1
40293,150,1000,0.005,0,1,4,6,250,False,40,293,0.47000328712240713,False,1
40294,150,1000,0.005,0,1,4,6,250,False,40,294,0.47000328712240713,False,0
40295,150,1000,0.005,0,1,4,6,250,False,40,295,0.47000328712240713,False,1
40296,150,1000,0.005,0,1,4,6,250,False,40,296,0.47000328712240713,False,0
40297,150,1000,0.005,0,1,4,6,250,False,40,297,0.47000328712240713,False,1
40298,150,1000,0.005,0,1,4,6,250,False,40,298,0.47000328712240713,False,0
40299,150,1000,0.005,0,1,4,6,250,False,40,299,0.47000328712240713,False,0
40300,150,1000,0.005,0,1,4,6,250,False,40,300,0.47000328712240713,False,0
40301,150,1000,0.005,0,1,4,6,250,False,40,301,0.47000328712240713,False,1
40302,150,1000,0.005,0,1,4,6,250,False,40,302,0.47000328712240713,False,0
40303,150,1000,0.005,0,1,4,6,250,False,40,303,0.47000328712240713,False,0
40304,150,1000,0.005,0,1,4,6,250,False,40,304,0.47000328712240713,False,0
40305,150,1000,0.005,0,1,4,6,250,False,40,305,0.47000328712240713,False,1
40306,150,1000,0.005,0,1,4,6,250,False,40,306,0.47000328712240713,False,1
40307,150,1000,0.005,0,1,4,6,250,False,40,307,0.47000328712240713,False,0
40308,150,1000,0.005,0,1,4,6,250,False,40,308,0.47000328712240713,False,1
40309,150,1000,0.005,0,1,4,6,250,False,40,309,0.47000328712240713,False,0
40310,150,1000,0.005,0,1,4,6,250,False,40,310,0.47000328712240713,False,0
40311,150,1000,0.005,0,1,4,6,250,False,40,311,0.47000328712240713,False,1
40312,150,1000,0.005,0,1,4,6,250,False,40,312,0.47000328712240713,False,0
40313,150,1000,0.005,0,1,4,6,250,False,40,313,0.47000328712240713,False,1
40314,150,1000,0.005,0,1,4,6,250,False,40,314,0.47000328712240713,False,1
40315,150,1000,0.005,0,1,4,6,250,False,40,315,0.47000328712240713,False,0
40316,150,1000,0.005,0,1,4,6,250,False,40,316,0.47000328712240713,False,1
40317,150,1000,0.005,0,1,4,6,250,False,40,317,0.47000328712240713,False,0
40318,150,1000,0.005,0,1,4,6,250,False,40,318,0.47000328712240713,False,0
40319,150,1000,0.005,0,1,4,6,250,False,40,319,0.47000328712240713,False,1
40320,150,1000,0.005,0,1,4,6,250,False,40,320,0.47000328712240713,False,1
40321,150,1000,0.005,0,1,4,6,250,False,40,321,0.47000328712240713,False,1
40322,150,1000,0.005,0,1,4,6,250,False,40,322,0.47000328712240713,False,1
40323,150,1000,0.005,0,1,4,6,250,False,40,323,0.47000328712240713,False,0
40324,150,1000,0.005,0,1,4,6,250,False,40,324,0.47000328712240713,False,0
40325,150,1000,0.005,0,1,4,6,250,False,40,325,0.47000328712240713,False,0
40326,150,1000,0.005,0,1,4,6,250,False,40,326,0.47000328712240713,False,1
40327,150,1000,0.005,0,1,4,6,250,False,40,327,0.47000328712240713,False,0
40328,150,1000,0.005,0,1,4,6,250,False,40,328,0.47000328712240713,False,0
40329,150,1000,0.005,0,1,4,6,250,False,40,329,0.47000328712240713,False,1
40330,150,1000,0.005,0,1,4,6,250,False,40,330,0.47000328712240713,False,0
40331,150,1000,0.005,0,1,4,6,250,False,40,331,0.47000328712240713,False,1
40332,150,1000,0.005,0,1,4,6,250,False,40,332,0.47000328712240713,False,1
40333,150,1000,0.005,0,1,4,6,250,False,40,333,0.47000328712240713,False,0
40334,150,1000,0.005,0,1,4,6,250,False,40,334,0.47000328712240713,False,0
40335,150,1000,0.005,0,1,4,6,250,False,40,335,0.47000328712240713,False,1
40336,150,1000,0.005,0,1,4,6,250,False,40,336,0.47000328712240713,False,0
40337,150,1000,0.005,0,1,4,6,250,False,40,337,0.47000328712240713,False,0
40338,150,1000,0.005,0,1,4,6,250,False,40,338,0.47000328712240713,False,1
40339,150,1000,0.005,0,1,4,6,250,False,40,339,0.47000328712240713,False,0
40340,150,1000,0.005,0,1,4,6,250,False,40,340,0.47000328712240713,False,0
40341,150,1000,0.005,0,1,4,6,250,False,40,341,0.47000328712240713,False,0
40342,150,1000,0.005,0,1,4,6,250,False,40,342,0.47000328712240713,False,1
40343,150,1000,0.005,0,1,4,6,250,False,40,343,0.47000328712240713,False,1
40344,150,1000,0.005,0,1,4,6,250,False,40,344,0.47000328712240713,False,0
40345,150,1000,0.005,0,1,4,6,250,False,40,345,0.47000328712240713,False,0
40346,150,1000,0.005,0,1,4,6,250,False,40,346,0.47000328712240713,False,0
40347,150,1000,0.005,0,1,4,6,250,False,40,347,0.47000328712240713,False,1
40348,150,1000,0.005,0,1,4,6,250,False,40,348,0.47000328712240713,False,1
40349,150,1000,0.005,0,1,4,6,250,False,40,349,0.47000328712240713,False,1
40350,150,1000,0.005,0,1,4,6,250,False,40,350,0.47000328712240713,False,0
40351,150,1000,0.005,0,1,4,6,250,False,40,351,0.47000328712240713,False,0
40352,150,1000,0.005,0,1,4,6,250,False,40,352,0.47000328712240713,False,1
40353,150,1000,0.005,0,1,4,6,250,False,40,353,0.47000328712240713,False,1
40354,150,1000,0.005,0,1,4,6,250,False,40,354,0.47000328712240713,False,1
40355,150,1000,0.005,0,1,4,6,250,False,40,355,0.47000328712240713,False,1
40356,150,1000,0.005,0,1,4,6,250,False,40,356,0.47000328712240713,False,0
40357,150,1000,0.005,0,1,4,6,250,False,40,357,0.47000328712240713,False,1
40358,150,1000,0.005,0,1,4,6,250,False,40,358,0.47000328712240713,False,0
40359,150,1000,0.005,0,1,4,6,250,False,40,359,0.47000328712240713,False,0
40360,150,1000,0.005,0,1,4,6,250,False,40,360,0.47000328712240713,False,1
40361,150,1000,0.005,0,1,4,6,250,False,40,361,0.47000328712240713,False,0
40362,150,1000,0.005,0,1,4,6,250,False,40,362,0.47000328712240713,False,0
40363,150,1000,0.005,0,1,4,6,250,False,40,363,0.47000328712240713,False,0
40364,150,1000,0.005,0,1,4,6,250,False,40,364,0.47000328712240713,False,1
40365,150,1000,0.005,0,1,4,6,250,False,40,365,0.47000328712240713,False,1
40366,150,1000,0.005,0,1,4,6,250,False,40,366,0.47000328712240713,False,0
40367,150,1000,0.005,0,1,4,6,250,False,40,367,0.47000328712240713,False,1
40368,150,1000,0.005,0,1,4,6,250,False,40,368,0.47000328712240713,False,0
40369,150,1000,0.005,0,1,4,6,250,False,40,369,0.47000328712240713,False,0
40370,150,1000,0.005,0,1,4,6,250,False,40,370,0.47000328712240713,False,1
40371,150,1000,0.005,0,1,4,6,250,False,40,371,0.47000328712240713,False,0
40372,150,1000,0.005,0,1,4,6,250,False,40,372,0.47000328712240713,False,0
40373,150,1000,0.005,0,1,4,6,250,False,40,373,0.47000328712240713,False,0
40374,150,1000,0.005,0,1,4,6,250,False,40,374,0.47000328712240713,False,0
40375,150,1000,0.005,0,1,4,6,250,False,40,375,0.47000328712240713,False,0
40376,150,1000,0.005,0,1,4,6,250,False,40,376,0.47000328712240713,False,1
40377,150,1000,0.005,0,1,4,6,250,False,40,377,0.47000328712240713,False,0
40378,150,1000,0.005,0,1,4,6,250,False,40,378,0.47000328712240713,False,0
40379,150,1000,0.005,0,1,4,6,250,False,40,379,0.47000328712240713,False,0
40380,150,1000,0.005,0,1,4,6,250,False,40,380,0.47000328712240713,False,1
40381,150,1000,0.005,0,1,4,6,250,False,40,381,0.47000328712240713,False,1
40382,150,1000,0.005,0,1,4,6,250,False,40,382,0.47000328712240713,False,0
40383,150,1000,0.005,0,1,4,6,250,False,40,383,0.47000328712240713,False,0
40384,150,1000,0.005,0,1,4,6,250,False,40,384,0.47000328712240713,False,0
40385,150,1000,0.005,0,1,4,6,250,False,40,385,0.47000328712240713,False,0
40386,150,1000,0.005,0,1,4,6,250,False,40,386,0.47000328712240713,False,1
40387,150,1000,0.005,0,1,4,6,250,False,40,387,0.47000328712240713,False,1
40388,150,1000,0.005,0,1,4,6,250,False,40,388,0.47000328712240713,False,0
40389,150,1000,0.005,0,1,4,6,250,False,40,389,0.47000328712240713,False,0
40390,150,1000,0.005,0,1,4,6,250,False,40,390,0.47000328712240713,False,1
40391,150,1000,0.005,0,1,4,6,250,False,40,391,0.47000328712240713,False,1
40392,150,1000,0.005,0,1,4,6,250,False,40,392,0.47000328712240713,False,1
40393,150,1000,0.005,0,1,4,6,250,False,40,393,0.47000328712240713,False,0
40394,150,1000,0.005,0,1,4,6,250,False,40,394,0.47000328712240713,False,0
40395,150,1000,0.005,0,1,4,6,250,False,40,395,0.47000328712240713,False,1
40396,150,1000,0.005,0,1,4,6,250,False,40,396,0.47000328712240713,False,0
40397,150,1000,0.005,0,1,4,6,250,False,40,397,0.47000328712240713,False,0
40398,150,1000,0.005,0,1,4,6,250,False,40,398,0.47000328712240713,False,0
40399,150,1000,0.005,0,1,4,6,250,False,40,399,0.47000328712240713,False,1
40400,150,1000,0.005,0,1,4,6,250,False,40,400,0.47000328712240713,False,0
40401,150,1000,0.005,0,1,4,6,250,False,40,401,0.47000328712240713,False,0
40402,150,1000,0.005,0,1,4,6,250,False,40,402,0.47000328712240713,False,1
40403,150,1000,0.005,0,1,4,6,250,False,40,403,0.47000328712240713,False,0
40404,150,1000,0.005,0,1,4,6,250,False,40,404,0.47000328712240713,False,1
40405,150,1000,0.005,0,1,4,6,250,False,40,405,0.47000328712240713,False,1
40406,150,1000,0.005,0,1,4,6,250,False,40,406,0.47000328712240713,False,0
40407,150,1000,0.005,0,1,4,6,250,False,40,407,0.47000328712240713,False,1
40408,150,1000,0.005,0,1,4,6,250,False,40,408,0.47000328712240713,False,0
40409,150,1000,0.005,0,1,4,6,250,False,40,409,0.47000328712240713,False,0
40410,150,1000,0.005,0,1,4,6,250,False,40,410,0.47000328712240713,False,1
40411,150,1000,0.005,0,1,4,6,250,False,40,411,0.47000328712240713,False,1
40412,150,1000,0.005,0,1,4,6,250,False,40,412,0.47000328712240713,False,1
40413,150,1000,0.005,0,1,4,6,250,False,40,413,0.47000328712240713,False,1
40414,150,1000,0.005,0,1,4,6,250,False,40,414,0.47000328712240713,False,1
40415,150,1000,0.005,0,1,4,6,250,False,40,415,0.47000328712240713,False,0
40416,150,1000,0.005,0,1,4,6,250,False,40,416,0.47000328712240713,False,0
40417,150,1000,0.005,0,1,4,6,250,False,40,417,0.47000328712240713,False,0
40418,150,1000,0.005,0,1,4,6,250,False,40,418,0.47000328712240713,False,1
40419,150,1000,0.005,0,1,4,6,250,False,40,419,0.47000328712240713,False,0
40420,150,1000,0.005,0,1,4,6,250,False,40,420,0.47000328712240713,False,1
40421,150,1000,0.005,0,1,4,6,250,False,40,421,0.47000328712240713,False,0
40422,150,1000,0.005,0,1,4,6,250,False,40,422,0.47000328712240713,False,1
40423,150,1000,0.005,0,1,4,6,250,False,40,423,0.47000328712240713,False,1
40424,150,1000,0.005,0,1,4,6,250,False,40,424,0.47000328712240713,False,1
40425,150,1000,0.005,0,1,4,6,250,False,40,425,0.47000328712240713,False,1
40426,150,1000,0.005,0,1,4,6,250,False,40,426,0.47000328712240713,False,0
40427,150,1000,0.005,0,1,4,6,250,False,40,427,0.47000328712240713,False,1
40428,150,1000,0.005,0,1,4,6,250,False,40,428,0.47000328712240713,False,0
40429,150,1000,0.005,0,1,4,6,250,False,40,429,0.47000328712240713,False,1
40430,150,1000,0.005,0,1,4,6,250,False,40,430,0.47000328712240713,False,1
40431,150,1000,0.005,0,1,4,6,250,False,40,431,0.47000328712240713,False,1
40432,150,1000,0.005,0,1,4,6,250,False,40,432,0.47000328712240713,False,0
40433,150,1000,0.005,0,1,4,6,250,False,40,433,0.47000328712240713,False,0
40434,150,1000,0.005,0,1,4,6,250,False,40,434,0.47000328712240713,False,1
40435,150,1000,0.005,0,1,4,6,250,False,40,435,0.47000328712240713,False,1
40436,150,1000,0.005,0,1,4,6,250,False,40,436,0.47000328712240713,False,1
40437,150,1000,0.005,0,1,4,6,250,False,40,437,0.47000328712240713,False,0
40438,150,1000,0.005,0,1,4,6,250,False,40,438,0.47000328712240713,False,1
40439,150,1000,0.005,0,1,4,6,250,False,40,439,0.47000328712240713,False,1
40440,150,1000,0.005,0,1,4,6,250,False,40,440,0.47000328712240713,False,0
40441,150,1000,0.005,0,1,4,6,250,False,40,441,0.47000328712240713,False,1
40442,150,1000,0.005,0,1,4,6,250,False,40,442,0.47000328712240713,False,1
40443,150,1000,0.005,0,1,4,6,250,False,40,443,0.47000328712240713,False,1
40444,150,1000,0.005,0,1,4,6,250,False,40,444,0.9461005076606825,True,1
40445,150,1000,0.005,0,1,4,6,250,False,40,445,0.9461005076606825,False,1
40446,150,1000,0.005,0,1,4,6,250,False,40,446,0.9461005076606825,False,1
40447,150,1000,0.005,0,1,4,6,250,False,40,447,0.9461005076606825,False,0
40448,150,1000,0.005,0,1,4,6,250,False,40,448,0.9461005076606825,False,1
40449,150,1000,0.005,0,1,4,6,250,False,40,449,0.9461005076606825,False,1
40450,150,1000,0.005,0,1,4,6,250,False,40,450,0.9461005076606825,False,1
40451,150,1000,0.005,0,1,4,6,250,False,40,451,0.9461005076606825,False,1
40452,150,1000,0.005,0,1,4,6,250,False,40,452,0.9461005076606825,False,1
40453,150,1000,0.005,0,1,4,6,250,False,40,453,0.9461005076606825,False,1
40454,150,1000,0.005,0,1,4,6,250,False,40,454,0.9461005076606825,False,1
40455,150,1000,0.005,0,1,4,6,250,False,40,455,0.9461005076606825,False,1
40456,150,1000,0.005,0,1,4,6,250,False,40,456,0.9461005076606825,False,1
40457,150,1000,0.005,0,1,4,6,250,False,40,457,0.9461005076606825,False,1
40458,150,1000,0.005,0,1,4,6,250,False,40,458,0.9461005076606825,False,1
40459,150,1000,0.005,0,1,4,6,250,False,40,459,0.9461005076606825,False,1
40460,150,1000,0.005,0,1,4,6,250,False,40,460,0.9461005076606825,False,1
40461,150,1000,0.005,0,1,4,6,250,False,40,461,0.9461005076606825,False,1
40462,150,1000,0.005,0,1,4,6,250,False,40,462,0.9461005076606825,False,0
40463,150,1000,0.005,0,1,4,6,250,False,40,463,0.9461005076606825,False,1
40464,150,1000,0.005,0,1,4,6,250,False,40,464,0.9461005076606825,False,1
40465,150,1000,0.005,0,1,4,6,250,False,40,465,0.9461005076606825,False,1
40466,150,1000,0.005,0,1,4,6,250,False,40,466,0.9461005076606825,False,1
40467,150,1000,0.005,0,1,4,6,250,False,40,467,0.9461005076606825,False,1
40468,150,1000,0.005,0,1,4,6,250,False,40,468,0.9461005076606825,False,1
40469,150,1000,0.005,0,1,4,6,250,False,40,469,0.9461005076606825,False,1
40470,150,1000,0.005,0,1,4,6,250,False,40,470,0.9461005076606825,False,1
40471,150,1000,0.005,0,1,4,6,250,False,40,471,0.9461005076606825,False,1
40472,150,1000,0.005,0,1,4,6,250,False,40,472,0.9461005076606825,False,1
40473,150,1000,0.005,0,1,4,6,250,False,40,473,0.9461005076606825,False,1
40474,150,1000,0.005,0,1,4,6,250,False,40,474,0.9461005076606825,False,1
40475,150,1000,0.005,0,1,4,6,250,False,40,475,0.9461005076606825,False,1
40476,150,1000,0.005,0,1,4,6,250,False,40,476,0.9461005076606825,False,1
40477,150,1000,0.005,0,1,4,6,250,False,40,477,0.9461005076606825,False,1
40478,150,1000,0.005,0,1,4,6,250,False,40,478,0.9461005076606825,False,1
40479,150,1000,0.005,0,1,4,6,250,False,40,479,0.9461005076606825,False,1
40480,150,1000,0.005,0,1,4,6,250,False,40,480,0.9461005076606825,False,1
40481,150,1000,0.005,0,1,4,6,250,False,40,481,0.9461005076606825,False,1
40482,150,1000,0.005,0,1,4,6,250,False,40,482,0.9461005076606825,False,1
40483,150,1000,0.005,0,1,4,6,250,False,40,483,0.9461005076606825,False,1
40484,150,1000,0.005,0,1,4,6,250,False,40,484,0.9461005076606825,False,1
40485,150,1000,0.005,0,1,4,6,250,False,40,485,0.9461005076606825,False,1
40486,150,1000,0.005,0,1,4,6,250,False,40,486,0.9461005076606825,False,0
40487,150,1000,0.005,0,1,4,6,250,False,40,487,0.9461005076606825,False,1
40488,150,1000,0.005,0,1,4,6,250,False,40,488,0.9461005076606825,False,0
40489,150,1000,0.005,0,1,4,6,250,False,40,489,0.9461005076606825,False,1
40490,150,1000,0.005,0,1,4,6,250,False,40,490,0.9461005076606825,False,1
40491,150,1000,0.005,0,1,4,6,250,False,40,491,0.9461005076606825,False,1
40492,150,1000,0.005,0,1,4,6,250,False,40,492,0.9461005076606825,False,1
40493,150,1000,0.005,0,1,4,6,250,False,40,493,0.9461005076606825,False,1
